Bigram,word count,file count
remember in,1,1
relationship her,1,1
her friends,3,3
yours theyll,1,1
theyll let,1,1
rt dre,1,1
dre really,1,1
sloppy bitch,1,1
hes fat,1,1
dwight couldve,1,1
couldve had,1,1
ugly young,1,1
rt sellin,1,1
sellin my,1,1
cars amp,1,1
rt fridayfaves,1,1
fridayfaves rt,1,1
is dressed,1,1
dressed for,1,1
for church,1,1
church the,1,1
club the,1,1
to slay,2,2
slay vampires,1,1
ppl follow,1,1
follow to,1,1
unfollow like,1,1
be considerate,1,1
getting tired,2,2
these same,1,1
same ol,1,1
ol no,1,1
hope broke,1,1
job all,1,1
is twerk,1,1
twerk and,1,1
smoke swishers,1,1
hi yeah,1,1
yeah trolls,1,1
trolls are,1,1
are annoying,1,1
annoying but,1,1
yourself with,1,1
them theyre,1,1
all twats,1,1
twats amp,1,1
life lol,1,1
them x,1,1
severely thoe,1,1
got ah,1,1
ah tight,1,1
tight schedule,1,1
schedule fuck,1,1
love everyday,1,1
nig yes,1,1
yes black,1,1
people live,1,1
in wisconsin,1,1
wisconsin lmao,1,1
lmao da,1,1
out me,1,1
too learnsomethingeveryday,1,1
every ca,1,1
ca theirs,1,1
theirs alway,1,1
alway a,1,1
a saving,1,1
saving these,1,1
lmao lmao,1,1
damn captain,1,1
captain saveahoe,1,1
they is,1,1
can catch,2,2
lmaoo shut,1,1
that type,1,1
way knowing,1,1
mall with,1,1
yo money,1,1
money im,1,1
rt ezra,1,1
ezra miller,1,1
miller an,1,1
an openly,1,1
openly queer,2,1
queer male,2,1
male is,1,1
flash making,1,1
making him,1,1
first openly,1,1
male to,1,1
a lead,1,1
lead superhe,1,1
eat steaks,1,1
steaks n,1,1
n dis,3,3
peanuts voice,1,1
bi hoe,1,1
go a,3,3
year without,1,1
talking bc,1,1
petty youre,1,1
every bug,1,1
bug i,1,1
ever killed,1,1
sorry sorry,1,1
asses came,1,1
came into,3,3
house uninvited,1,1
my duck,2,2
duck thot,1,1
thot lol,1,1
lol looks,1,1
like ur,2,2
ur autocorrect,1,1
autocorrect changed,1,1
changed dick,1,1
dick to,1,1
duck i,1,1
meant what,1,1
lips fse,1,1
fse cut,1,1
else textinginboxingkikingdmingsnapchattingemailing,1,1
textinginboxingkikingdmingsnapchattingemailing yo,1,1
or niggah,1,1
pornandroidiphoneipadsexxxx closeup,4,4
closeup cumshot,1,1
cumshot on,1,1
on beauty,1,1
beauty pussy,1,1
pussy closeup,1,1
lol da,2,2
nicca was,1,1
was str,1,1
str n,1,1
n friday,1,1
friday wit,1,1
wit out,1,1
out it,2,2
but dude,2,2
dude str,1,1
str uncle,1,1
tom nicca,1,1
nicca now,1,1
wit young,1,1
young niggas,1,1
fucking little,1,1
bitch landed,1,1
landed on,2,2
and really,1,1
really thought,1,1
wouldnt kill,1,1
its got,1,1
good mojo,1,1
mojo for,1,1
sure paybacks,1,1
having built,1,1
built up,1,1
up animosity,1,1
animosity towards,1,1
reason like,1,1
like whats,2,2
whats your,1,1
your problem,1,1
bitch fill,1,1
fill me,1,1
in cuz,1,1
nowplaying witcha,1,1
witcha bitch,1,1
pussy inda,1,1
inda hood,1,1
hood ona,1,1
ona sofa,1,1
sofa wit,1,1
wit plastic,1,1
plastic on,1,1
ya bidness,1,1
bidness bitch,1,1
but shawty,1,1
money wid,1,1
hoe loud,1,1
its game,1,1
friend taught,1,1
so hood,1,1
hood slang,1,1
slang she,1,1
boy nigga,1,1
bitch crystal,1,1
crystal voice,1,1
hey slim,1,1
slim thats,1,1
girlfriend screaming,1,1
screaming in,1,1
didnt slit,1,1
tied her,1,1
up see,1,1
to tow,1,1
tow is,1,1
is botch,1,1
botch ass,1,1
car love,1,1
you cuz,1,1
in everybodys,1,1
everybodys business,1,1
pussy straight,1,1
straight murder,1,1
murder that,1,1
it slaps,1,1
slaps aye,1,1
breakup anthem,1,1
anthem we,1,1
threw shidd,1,1
shidd lem,1,1
back pick,1,1
i stayed,1,1
stayed in,1,1
in contact,2,2
back after,3,3
she cheats,1,1
cheats on,1,1
hate az,1,1
az amp,1,1
amp sometimes,1,1
it depends,1,1
guess amp,1,1
live here,1,1
you cheat,1,1
amp will,1,1
with theses,1,1
theses dawg,1,1
surprised im,1,1
school tbh,1,1
be quite,1,1
quite the,1,1
retard at,1,1
times im,1,1
either exceptional,1,1
exceptional at,1,1
a subject,1,1
subject or,1,1
or absolute,1,1
absolute shiteee,1,1
her moans,1,1
nice hoodie,1,1
hoodie faggot,1,1
pitch chip,1,1
chip and,1,1
slide ur,1,1
in tight,2,2
tight clam,1,1
clam love,1,1
it mywife,1,1
wants everybody,1,1
everybody out,1,1
out though,1,1
getting every,1,1
every dolla,1,1
dolla out,1,1
yall motha,1,1
motha fuckas,1,1
fuckas best,1,1
my foam,1,1
foam pa,1,1
in july,1,1
july this,1,1
is already,1,1
single isnt,1,1
k niggah,1,1
niggah do,1,1
u evem,1,1
evem shmoke,1,1
yaaaasss bitch,1,1
in more,1,1
impo news,1,1
you wood,2,2
wood like,2,2
for slapping,1,1
slapping me,1,1
fake amp,1,1
blast bitch,1,1
that broad,1,1
broad days,1,1
days moe,1,1
moe rt,1,1
what ea,1,1
rihanna prolly,1,1
prolly the,1,1
the sexiest,2,2
sexiest bitch,1,1
europeans tastetest,1,1
tastetest americas,1,1
americas most,1,1
most white,1,1
trash snacks,1,1
snacks via,1,1
hilarious foodieish,1,1
you sweat,1,1
sweat pussy,1,1
somethin new,1,1
girlfriend she,1,1
be shitting,1,1
these damn,1,1
phone line,1,1
cyrus and,1,1
rihanna cuz,1,1
they speak,1,1
every girls,1,1
girls inner,1,1
run it,2,2
lmfaooo girlfights,1,1
girlfights ghetto,1,1
ghetto ratchet,2,2
got pushed,1,1
pushed and,1,1
and played,1,1
played sleep,1,1
lmao excuse,1,1
me bitchi,1,1
bitchi am,1,1
not soundcloud,1,1
got zebra,1,1
zebra print,1,1
print bed,1,1
sheets she,1,1
rt lmfaooooo,1,1
yall toothless,1,1
toothless hoes,1,1
hoes made,1,1
why everything,1,1
say ghetto,1,1
ghetto u,1,1
u hadda,1,1
hadda associate,1,1
associate it,1,1
with jordans,1,1
jordans isnt,1,1
it obvious,1,1
likes it,1,1
back dare,1,1
dare its,1,1
its free,3,3
free fo,1,1
fo me,1,1
cause whitey,1,1
whitey pay,1,1
pay da,1,1
da fee,1,1
look great,1,1
great bitch,1,1
people bood,1,1
bood one,1,1
direction and,1,1
and gaga,1,1
gaga was,1,1
having none,1,1
mad for,1,1
like mins,1,1
mins got,1,1
got over,4,4
him right,2,2
lol she,3,3
think hoe,1,1
gone need,1,1
money lil,1,1
lil homie,1,1
brother turt,1,1
turt and,1,1
and gn,1,1
gn bitches,1,1
young kardashians,1,1
kardashians are,1,1
said more,1,1
more today,1,1
internet about,1,1
about duck,1,1
duck dynasty,1,1
dynasty than,1,1
than about,1,1
useless whigger,1,1
extinct thats,1,1
yu betta,1,1
betta watch,1,1
watch cho,1,1
cho mouf,1,1
mouf bout,1,1
dat one,2,2
one dea,1,1
dea hoe,1,1
said pussy,1,1
pussy dat,1,1
ass what,1,1
what be,1,1
yo tongue,1,1
tongue boy,1,1
them dingy,1,1
dingy real,1,1
real nigger,4,4
nigger dogs,1,1
dogs catch,1,1
it miss,1,1
miss torah,1,1
torah dont,1,1
ho went,1,1
from darkskinned,1,1
darkskinned to,1,1
to mulatto,1,1
mulatto rt,1,1
this fucked,1,1
fucked me,1,1
fruit o,1,1
o who,1,1
does wohs,1,1
wohs think,1,1
are trynna,1,1
trynna serv,1,1
serv a,1,1
nigguh dat,1,1
dat lame,1,1
lame shit,1,1
it long,1,1
hard in,1,1
that sell,1,1
drugs credit,1,1
credit cards,1,1
cards checks,1,1
checks strip,1,1
strip sell,1,1
pussy whatever,1,1
whatever jst,1,1
jst dnt,1,1
dnt b,1,1
b halfassed,1,1
hey new,1,1
followers waving,1,1
waving welcome,1,1
welcome ion,1,1
bout shyt,1,1
shyt tho,1,1
tho just,2,2
ass thoughts,1,1
thoughts that,1,1
hey send,1,1
your songs,1,1
songs i,1,1
a cd,1,1
cd and,1,1
and bang,1,1
bang em,1,1
hoes post,2,2
instagram pt,1,1
wallofthewasatch bitch,1,1
not youd,1,1
by any,1,1
pornandroidiphoneipadsexxxx oldyoung,2,2
oldyoung old,1,1
bitch pleases,1,1
pleases hotlooking,1,1
hotlooking young,1,1
young stud,1,1
ah lil,1,1
bit bitch,1,1
days where,1,1
pimp wants,1,1
unfollow every,1,1
mile radius,1,1
radius on,1,1
ig that,1,1
me beat,1,1
cant blame,1,1
i attract,1,1
attract yall,1,1
say ima,1,1
ima asshole,1,1
asshole when,1,1
thats kinda,1,1
kinda what,1,1
a opp,1,1
thot well,1,1
well shoot,1,1
id light,1,1
light that,1,1
fire sta,1,1
sta with,3,3
that ratchet,1,1
ass weave,1,1
still fat,1,1
lickin toes,1,1
toes you,1,1
to gamble,1,1
gamble but,1,1
not with,1,1
they put,3,3
their emotions,1,1
emotions feelings,1,1
and heart,1,1
heart on,1,1
finna up,1,1
my bag,1,1
bag so,1,1
cutting you,1,1
you weak,1,1
weak hoes,1,1
rt social,2,2
network got,2,2
bitches heads,2,2
heads like,2,2
leg day,1,1
day made,1,1
bitch canunot,1,1
canunot fuckoff,1,1
nicca in,1,1
dm talkn,1,1
bout follow,1,1
his instagram,1,1
instagram lame,1,1
lame nicca,1,1
now no,1,1
longer follow,1,1
twitter wheretheydothatat,1,1
hoe bootlegged,1,1
bootlegged haha,1,1
na borrow,1,1
borrow it,1,1
a mighty,1,1
mighty big,1,1
the saran,1,1
saran wrap,1,1
wrap dress,1,1
dress lol,1,1
here either,1,1
either suck,1,1
my pigs,1,1
pigs arse,1,1
arse you,1,1
you muzzie,2,2
muzzie biotch,1,1
biotch get,1,1
the phuck,1,1
phuck out,1,1
your hellhole,1,1
hellhole life,1,1
tryna step,1,1
step to,1,1
till baseball,1,1
baseball is,1,1
back americaspasttime,1,1
nigga without,1,1
without goal,1,1
goal a,1,1
chase and,1,1
bone bitch,1,1
w some,1,1
some toes,1,1
toes to,1,1
to paint,2,2
and btw,1,1
btw dont,1,1
ever bring,1,1
up past,1,1
past hoes,1,1
yo ol,1,1
l in,2,2
hs tryna,1,1
be semi,1,1
semi honest,1,1
honest smh,1,1
all costs,1,1
ladies remember,1,1
remember other,1,1
women including,1,1
including your,1,1
are trifling,1,1
trifling you,1,1
speak too,1,1
too great,1,1
great about,1,1
nigga other,1,1
try him,1,1
blonde bitch,1,1
her blue,1,1
blue eyes,1,1
eyes like,1,1
like butter,1,1
butter when,1,1
she spread,1,1
cigarettes well,1,1
well sorry,1,1
sorry mrs,1,1
mrs ladybitch,1,1
ladybitch i,1,1
nigga damn,1,1
damn dej,1,1
loaf got,1,1
getting tryed,1,1
everybody bitches,1,1
about heat,1,1
fans when,1,1
win but,1,1
lose all,1,1
the haters,1,1
haters are,1,1
are x,1,1
x more,1,1
more obnoxious,1,1
ima buy,1,1
buy dat,1,1
a jump,1,1
jump rope,1,1
rope bitches,1,1
live jumpin,1,1
jumpin conclusions,1,1
lame mcs,1,1
mcs still,1,1
in stilettos,1,1
stilettos play,1,1
them those,1,1
hoes nothin,1,1
aint pimps,1,1
pimps but,2,2
cant press,1,1
press this,1,1
this average,1,1
says i,1,1
act different,1,1
different she,1,1
its them,1,1
bitches naw,1,1
naw babe,1,1
my misses,1,1
line featuring,1,1
featuring cat,1,1
days outdoorpoolpa,1,1
outdoorpoolpa today,1,1
bare ass,2,2
ass me,2,2
cunt hear,2,2
a perfectionist,1,1
perfectionist even,1,1
even check,1,1
my horoscope,1,1
horoscope bitch,1,1
be proving,1,1
point u,1,1
fucking at,1,1
at studio,1,1
studio movie,1,1
movie grill,1,1
grill just,1,1
tell when,2,2
when dick,1,1
dick recently,1,1
recently been,1,1
taste nasty,1,1
nasty af,1,1
af ewww,1,1
ewww bitches,1,1
never play,2,2
my x,1,1
x make,1,1
my passenger,2,2
passenger seat,2,2
seat i,1,1
i dun,1,1
dun fucked,1,1
fucked at,1,1
your daily,2,2
daily dose,1,1
dose of,1,1
of giggles,1,1
giggles faggot,1,1
got pill,1,1
pill poppin,1,1
poppin bitches,1,1
the backkkk,1,1
backkkk of,1,1
the cherokee,1,1
lmao real,1,1
though them,1,1
fuck smh,1,1
almost years,1,1
gave all,1,1
away or,1,1
were stolen,1,1
term used,1,1
mock teabagger,1,1
scum like,1,1
better luck,1,1
luck next,1,1
time pal,1,1
twitter gives,1,1
gives bitches,1,1
bitches unrealistic,1,1
unrealistic views,1,1
views of,1,1
yall fight,1,1
fight this,1,1
aint comin,1,1
hows work,1,1
wulf bitch,1,1
always anime,1,1
anime faggots,1,1
say lmao,1,1
damn ca,1,1
ca lol,1,1
lol fuckin,1,1
fuckin nerds,1,1
pussy work,1,1
rt brian,1,1
brian mcknight,1,1
mcknight should,1,1
more accolades,1,1
accolades his,1,1
everything everything,1,1
i clean,1,1
clean the,1,1
room my,1,1
mom tells,1,1
time lmao,1,1
wuss up,1,1
you crying,1,1
crying then,1,1
then baby,1,1
many fingers,1,1
fingers does,1,1
ta break,1,1
break so,1,1
fuckers will,1,1
stop taking,1,1
damn lighters,1,1
why beg,1,1
video staring,1,1
staring yourself,1,1
booty win,1,1
please not,1,1
na happen,1,1
happen nope,1,1
na beef,1,1
with somebody,1,1
somebody yall,1,1
of beef,1,1
a raptor,1,1
raptor have,1,1
tranny fails,1,1
fails on,1,1
after k,1,1
this cashier,1,1
cashier that,1,1
had hair,1,1
would seriously,1,1
seriously go,1,1
perm now,1,1
now genetics,1,1
genetics is,1,1
a stone,1,1
cold bitch,1,1
bitches throw,1,1
throw shade,1,1
shade just,1,1
just confirms,1,1
confirms im,1,1
y though,1,1
though really,1,1
really hoe,1,1
really u,2,2
the dummy,1,1
dummy taking,1,1
dont pull,1,1
hair nigga,1,1
i paid,2,2
boosie ran,1,1
twerking in,1,1
the chamber,1,1
chamber of,1,1
of secrets,1,1
secrets with,1,1
bitches twerkteam,1,1
niggahs bitches,1,1
bitches call,2,2
call they,1,1
they momma,1,1
momma tell,1,1
her come,1,1
and getemm,1,1
getemm its,1,1
either that,1,1
it shoot,1,1
shoot him,1,1
or shoot,1,1
shoot whoever,1,1
whoever with,1,1
ratchet lol,1,1
lol ass,1,1
hokis pokis,1,1
pokis bitch,1,1
like herbal,1,1
herbal tea,1,1
tea bitches,1,1
else does,2,2
rt mustard,1,1
mustard is,1,1
is yellow,1,1
yellow if,1,1
was big,1,1
big tits,2,2
tits this,1,1
this would,1,1
an epic,1,1
epic tweet,1,1
a boogawolf,1,1
smokin gas,1,1
gas i,1,1
could start,1,1
a ferrari,1,1
truuuuuuuuue rt,1,1
u fine,1,1
been old,1,1
old all,1,1
ass life,1,1
thats fine,1,1
rt onea,1,1
onea yall,1,1
yall btches,1,1
btches gon,1,1
dead over,1,1
a screen,1,1
shot thinkn,1,1
thinkn that,1,1
that sht,1,1
sht funny,1,1
funny aint,1,1
aint too,1,1
many niccas,1,1
niccas gon,1,1
gon laugh,1,1
that b,1,1
aerin told,1,1
leave them,3,3
them lightskin,1,1
lightskin boys,1,1
boys alone,1,1
knew it,1,1
was possible,1,1
were about,1,1
look cool,1,1
cool while,1,1
while doing,1,1
until tha,1,1
here its,1,1
a wtf,1,1
wtf dude,1,1
dude are,1,1
baby im,1,1
treatin yo,1,1
bestfriend like,1,1
most impo,1,1
impo thing,1,1
thing all,1,1
this temporary,1,1
temporary bullshit,1,1
and lies,1,1
lies is,1,1
is fa,1,1
birds kill,1,1
day haha,1,1
haha fwm,1,1
wouldve stood,1,1
stood up,1,1
up fall,1,1
rt sharpton,1,1
sharpton went,1,1
fat snitch,1,1
snitch to,1,1
way hes,1,1
hes nothing,1,1
a carni,1,1
blessed steaight,1,1
steaight kush,1,1
kush no,1,1
no stress,1,1
stress thankin,1,1
thankin god,1,1
god for,2,2
for ma,2,2
ma success,1,1
success ma,1,1
ma bitches,1,1
niggas speaking,1,1
speaking bitch,1,1
better listen,1,1
be making,2,2
making twerk,1,1
twerk videos,1,1
videos talking,1,1
bout just,1,1
just playing,1,1
playing around,1,1
was serious,1,1
off wit,1,1
wit nuttin,1,1
nuttin i,1,1
was hungry,1,1
hungry now,1,1
couple niggas,1,1
my seat,2,2
seat down,1,1
down low,1,1
low and,1,1
window slightly,1,1
slightly cracked,1,1
cracked riding,1,1
hoe wit,1,1
her girlfriend,1,1
girlfriend in,1,1
thats friendly,1,1
friendly but,1,1
like casper,1,1
casper the,1,1
the friendly,2,2
friendly ghost,1,1
annoying she,1,1
here eating,1,1
eliot was,1,1
pussy mmmmmether,1,1
lets these,1,1
basically im,1,1
long tittied,1,1
tittied no,1,1
nipple having,1,1
kleopatra ivory,1,1
ivory skinned,1,1
skinned nubile,1,1
nubile kleopatra,1,1
kleopatra fingers,1,1
fingers her,1,1
gay now,2,2
that shacking,1,1
shacking up,1,1
birds yo,1,1
lt new,1,1
avi me,1,1
me ampamp,1,1
ampamp my,1,1
two yellow,1,1
yellow bitches,1,1
crazy so,1,1
loyal gott,1,1
gott bitches,1,1
bitches stiffer,1,1
stiffer than,1,1
the peak,1,1
peak of,1,1
the war,1,1
war w,1,1
w joins,1,1
joins the,1,1
the texas,1,1
texas natl,1,1
natl guard,1,1
guard to,1,1
outta nam,1,1
nam facts,1,1
facts are,1,1
you suburban,1,1
idc tgif,1,1
hoe gettin,1,1
gettin dick,1,1
then tonight,1,1
tonight she,1,1
she gettin,1,1
gettin more,1,1
honkey ass,1,1
that nikki,1,1
nikki song,1,1
song all,1,1
the volume,1,1
volume kuz,1,1
kuz its,1,1
fat lawd,1,1
i dotn,1,1
dotn have,1,1
a doubt,1,1
rt congress,1,1
congress really,1,1
is acting,1,1
of bitter,1,1
cant continue,1,1
to refight,1,1
refight an,1,1
an election,1,1
election you,1,1
lost obama,1,1
is president,1,1
bitch music,2,2
handle iowa,1,1
iowa pussy,1,1
pussy here,1,1
here kitty,1,1
kitty kitty,2,1
steve calvin,1,1
calvin annis,1,1
annis cunt,1,1
you boney,1,1
boney little,1,1
hoe smile,1,1
day this,1,1
spring breakkkk,1,1
breakkkk bitches,1,1
waka tammy,1,1
tammy just,1,1
beat ctfu,1,1
ctfu how,1,1
took electric,1,1
electric stim,1,1
stim to,1,1
pussy eeek,1,1
eeek back,1,1
reathie scared,1,1
scared thenna,1,1
rather fuck,1,1
a poster,1,1
poster damn,1,1
thats cold,1,1
n stay,1,1
shit besides,1,1
besides all,1,1
niccas the,1,1
can chill,2,2
chill wit,1,1
bout tht,1,1
tht time,1,1
time where,1,1
are gettin,1,1
gettin dicked,1,1
dicked down,2,2
the vs,1,1
vs fashion,1,1
fashion show,1,1
bigger boobs,1,1
boobs than,1,1
those pancake,1,1
pancake bitches,1,1
sense rt,1,1
up food,1,1
and sex,1,1
sex go,1,1
hand n,1,1
n hand,1,1
bitches messing,1,1
your plants,1,1
plants get,1,1
own gangster,1,1
gangster gladys,1,1
yas bitches,2,2
be slobin,1,1
slobin all,1,1
blunt like,1,1
they eatin,1,1
amp pass,1,1
good nigga,1,1
you working,2,2
nappy bitch,1,1
stand me,1,1
yo so,1,1
called girl,1,1
shit tell,1,1
of retirement,1,1
retirement and,1,1
up kareem,1,1
kareem jackson,1,1
jackson then,1,1
get respect,1,1
sippin hot,1,1
hot tea,1,1
tea bitch,1,1
he so,1,1
smoke are,1,1
are losers,1,1
losers yea,1,1
yea go,2,2
can stop,2,2
stop rting,1,1
rting that,1,1
that whataburger,1,1
whataburger shit,1,1
eat there,1,1
there shouldnt,1,1
the chicken,1,1
chicken dumb,1,1
your trail,1,1
trail mybad,1,1
you mentioned,1,1
mentioned me,1,1
tf wrong,1,1
yo psychotic,1,1
psychotic ass,1,1
rt chance,1,1
chance acid,1,1
acid rapper,1,1
rapper soccer,1,1
soccer hackeysacker,1,1
hackeysacker cocky,1,1
cocky khaki,1,1
khaki jacket,1,1
jacket jacker,1,1
jacker slap,1,1
slap happy,1,1
happy faggot,1,1
faggot slapper,1,1
stupid holiday,1,1
holiday commercials,1,1
commercials you,1,1
car nope,1,1
nope bitch,1,1
ass sweater,1,1
next yasss,1,1
bitch along,1,1
along aint,1,1
for stressing,1,1
friends let,1,1
me use,2,2
use their,1,1
their phones,1,1
phones to,1,1
to stalk,1,1
stalk the,1,1
that blocked,1,1
lmaoooo hell,1,1
naw bro,1,1
their door,1,1
door slamming,1,1
slamming habits,1,1
habits ctfuu,1,1
not use,2,2
word faggots,1,1
rt cleary,1,1
cleary dark,1,1
skinned niggas,2,1
fuck better,1,1
than light,1,1
light skinned,1,1
niggas the,1,1
the proofs,1,1
proofs in,1,1
is yaw,1,1
yaw sayin,1,1
sayin bitch,2,2
gum drop,1,1
drop looking,1,1
bitch commenting,1,1
commenting on,1,1
on peoples,1,1
peoples looks,1,1
local n,1,1
n think,1,1
only d,1,1
d yah,1,1
yah bitches,1,1
for keepsthese,1,1
keepsthese bitches,1,1
stand ghetto,1,1
ass mofos,2,2
jais hate,1,1
hate for,1,1
for jay,1,1
jay is,1,1
is completely,1,1
completely irrational,1,1
irrational hahaha,1,1
love jai,1,1
jai though,1,1
though so,1,1
needs someone,1,1
someone called,2,2
handstand rt,1,1
rt pops,1,1
pops pussy,2,2
in delight,1,1
right fam,1,1
fam rt,2,2
jus peeped,1,1
peeped ur,1,1
ur tl,1,1
tl cmon,1,1
cmon son,1,1
son look,1,1
at em,1,1
grandpa has,1,1
has better,1,1
better comebacks,1,1
comebacks and,1,1
dead you,1,1
shutup faggot,1,1
to fumble,1,1
fumble took,1,1
took them,2,2
long i,1,1
many little,1,1
little whiney,1,1
whiney bitches,1,1
america someone,1,1
anything ie,1,1
ie kids,1,1
kids must,1,1
must wear,1,1
wear bicycle,1,1
bicycle helmets,1,1
bitch yasss,1,1
yasss i,1,1
if penny,1,1
penny passed,1,1
no cpt,1,1
cpt commando,1,1
commando is,1,1
a cocksucker,1,1
omg rt,3,3
the gift,1,1
gift you,1,1
you bought,1,1
bought for,1,1
girl lmfaoooooooo,1,1
they ban,1,1
ban dat,1,1
for life,1,1
pay millon,1,1
millon dollar,1,1
dollar fine,1,1
lonely bitches,2,2
dis niga,1,1
niga at,1,1
da gas,1,1
station trippin,1,1
trippin tol,1,1
tol his,1,1
who dnt,1,1
dnt wana,1,1
wana ride,1,1
a niga,1,1
niga n,1,1
a caddy,2,2
caddy ons,1,1
ons trued,1,1
trued up,1,1
jus shut,1,1
the fck,3,3
fck up,1,1
that basketball,1,1
basketball is,1,1
back say,1,1
say goodbye,1,1
goodbye to,1,1
spo center,1,1
center its,1,1
its lebron,1,1
lebron center,1,1
center now,1,1
be worrying,1,1
worrying about,3,2
these messy,1,1
messy hood,1,1
they worrying,1,1
though why,1,1
bitch heard,1,1
me call,1,1
a wizard,1,1
wizard snd,1,1
snd me,1,1
like dis,1,1
dis lol,1,1
lol her,1,1
her couch,1,1
couch floatin,1,1
floatin wtf,1,1
lol faggot,1,1
faggot team,1,1
team pipe,1,1
pipe beef,1,1
people getting,1,1
called all,1,1
bitches over,1,1
over music,1,1
music lol,1,1
how ridiculous,1,1
ridiculous that,1,1
steal ya,1,1
ya car,1,1
car but,1,1
did eat,1,1
hell outcha,1,1
outcha wifes,1,1
pussy htgawm,1,1
busy what,1,1
im tell,1,1
tell all,1,1
side im,1,1
dope i,2,2
make songs,1,1
songs bout,1,1
i rob,3,3
rob niggas,1,1
they work,1,1
feel wrong,1,1
wrong bout,1,1
em bitches,1,1
bitches wantttt,1,1
wantttt dmx,1,1
dmx voice,1,1
finna fuck,1,1
bi week,1,1
you til,1,1
til you,1,1
me faggot,1,1
cheat cry,1,1
cry fight,1,1
no kick,1,1
go straight,1,1
to tootsies,1,1
you lurkin,1,1
lurkin well,1,1
im twerkin,1,1
really and,1,1
thats word,1,1
word where,1,1
at then,1,1
what bout,1,1
hear what,1,1
talk yo,1,1
then say,2,2
on papers,1,1
papers when,1,1
bitch trinna,1,1
trinna get,1,1
bitch foe,1,1
foe dat,1,1
dat scary,1,1
show last,1,1
was badass,1,1
badass thanks,1,1
who came,1,1
out youre,1,1
retard unless,1,1
at cock,1,1
cock sparrer,1,1
googles a,1,1
your search,1,1
search ann,1,1
ann b,1,1
b davis,1,1
davis sexy,1,1
sexy did,1,1
not match,1,1
match any,1,1
any image,1,1
image results,1,1
rt him,1,1
him your,1,1
your nudes,1,1
are safe,1,1
safe with,1,1
her sends,1,1
nudes him,1,1
him calls,1,1
calls homie,1,1
homie aye,1,1
aye why,1,1
why this,2,2
hoe send,1,1
ass nude,1,1
nude yu,1,1
always bitch,1,1
when were,1,1
were equally,1,1
equally just,1,1
as scandalous,1,1
scandalous not,1,1
large sum,1,1
sum hypocrisy,1,1
hypocrisy at,1,1
rt goodbye,1,1
goodbye you,1,1
kinda miss,1,1
miss tremper,1,1
tremper i,1,1
be threw,1,1
threw dat,1,1
lol never,1,1
never in,1,1
class lmao,1,1
thats constantly,1,1
constantly late,1,1
late af,1,1
af for,1,1
reason couldnt,1,1
couldnt refuse,1,1
refuse the,1,1
ladies in,1,1
free til,1,1
til amp,1,1
amp shots,1,1
omg fuck,1,1
bitches basedgod,1,1
the root,1,1
all drama,1,1
drama an,1,1
an attribute,1,1
attribute put,1,1
head by,1,1
they mama,1,1
weef fitm,1,1
fitm is,1,1
life fuck,1,1
fuck flappy,2,2
call life,1,1
life a,1,1
use no,1,1
no lube,1,1
lube or,1,1
or nothin,1,1
nothin when,1,1
she stick,1,1
stick her,1,1
ole cock,1,1
cock up,1,1
you raw,1,1
since cats,1,1
cats lick,1,1
lick themselves,1,1
themselves all,1,1
time they,1,1
great at,1,1
at eattin,1,1
eattin pussy,1,1
another keyboard,1,1
keyboard commando,1,1
commando in,1,1
hide like,1,1
thats new,1,1
new information,1,1
information thanks,1,1
swear ion,1,1
how broke,1,1
niccas still,1,1
here gettin,1,1
haha a,1,1
a private,1,1
private industry,1,1
industry bi,1,1
is needed,1,1
needed to,1,1
all who,1,1
have celebrated,1,1
celebrated our,1,1
our bday,1,1
bday the,1,1
past month,1,1
for ours,1,1
ours i,1,1
you nigs,1,1
nigs lol,1,1
thots keep,1,1
pussy well,1,1
wtf else,1,1
your broke,2,2
broke non,1,1
non cooking,1,1
cooking ass,1,1
ass have,1,1
to off,1,1
its ya,1,1
boi popsley,1,1
popsley da,1,1
da ar,1,1
ar aka,1,1
real meek,1,1
mills i,1,1
ea first,1,1
first pussy,1,1
my mewtwo,1,1
mewtwo make,1,1
man asked,1,1
me hey,1,1
hey white,1,1
boy do,1,1
like niggers,1,1
niggers well,1,1
wouldnt use,1,1
that word,1,1
word personally,1,1
personally i,1,1
a st,1,1
under in,1,1
miami is,1,1
a keepernot,1,1
keepernot hard,1,1
to brain,1,1
brain wrestle,1,1
those watching,1,1
that so,1,1
so raven,1,1
raven look,1,1
this negro,1,1
negro now,1,1
big dreams,1,1
dreams cause,1,1
small goal,1,1
goal shit,1,1
rt migosconcert,1,1
migosconcert was,1,1
was turnt,1,1
turnt af,1,1
af last,1,1
night but,1,1
but shut,1,1
wit hotnigga,1,1
hotnigga frfr,1,1
im fasho,1,1
fasho in,1,1
then rt,1,1
rt tbretreat,1,1
tbretreat is,1,1
be im,1,1
real this,1,1
have so,1,1
bitches right,1,1
now lately,1,1
lately they,1,1
been loving,1,1
loving flee,1,1
rt johns,1,1
johns be,1,1
honest you,1,1
wack as,1,1
fuck garbage,1,1
garbage mohawk,1,1
mohawk having,1,1
having faggot,1,1
faggot stop,1,1
shovel my,1,1
snow scrub,1,1
wifey would,1,1
would understand,1,1
understand a,1,1
hoe could,1,1
never comprehend,1,1
shittiest pigs,1,1
pigs in,1,1
a blanket,1,1
blanket but,1,1
not tryna,3,3
